  JULDAY,    TIME,   TALOC,   TAREF,   RHLOC,      RH,    VLOC,    VREF,      TS,      T2,   TDEEP,     ZEN,    SOLR,   TSKYC,     DEW,   FROST,SNOWFALL, SNOWDEP
 46., 480.00,-10.52,-10.56, 93.31, 93.62,  1.059,  4.826,-10.45,-10.51,  7.74, 78.23,  96.85, -18.39,0.,0.,   0.00,   0.00
 46., 540.00, -7.95, -8.15, 81.04, 82.50,  1.056,  4.811, -7.57, -9.04,  7.74, 69.43, 206.13, -16.03,0.,0.,   0.00,   0.00
 46., 600.00, -5.25, -5.26, 71.36, 71.38,  1.053,  4.796, -5.25, -6.94,  7.74, 62.32, 298.38, -13.19,0.,0.,   0.00,   0.00
 46., 660.00, -2.61, -2.53, 49.46, 49.14,  1.050,  4.782, -2.74, -4.81,  7.74, 57.61, 358.31, -10.61,0.,0.,   0.00,   0.00
 46., 720.00, -0.61, -0.60, 49.21, 49.14,  1.043,  4.752, -0.64, -3.09,  7.74, 55.94, 369.98,  -8.68,0.,0.,   0.00,   0.00
 46., 780.00,  0.09,  0.10, 51.25, 51.23,  1.043,  4.752,  0.08, -2.08,  7.74, 57.61, 358.18,  -7.97,0.,0.,   0.00,   0.00
 46., 840.00, -0.52, -0.60, 52.98, 53.32,  1.044,  4.756, -0.38, -2.04,  7.74, 62.32, 299.30,  -8.65,0.,0.,   0.00,   0.00
 46., 900.00, -2.43, -2.53, 54.97, 55.41,  1.045,  4.761, -2.26, -2.98,  7.74, 69.43, 207.09, -10.57,0.,0.,   0.00,   0.00
 46., 960.00, -5.11, -5.26, 56.78, 57.49,  1.046,  4.765, -4.84, -4.70,  7.74, 78.23,  97.45, -13.28,0.,0.,   0.00,   0.00
 46.,1020.00, -8.00, -8.15, 58.78, 59.58,  1.047,  4.769, -7.71, -6.77,  7.74, 87.87,  10.21, -16.15,0.,0.,   0.00,   0.00
 46.,1080.00, -9.02, -9.11, 61.18, 61.67,  1.048,  4.774, -8.85, -8.05,  7.74, 90.00,   0.00, -17.09,0.,0.,   0.00,   0.00
 46.,1140.00, -9.57, -9.71, 63.02, 63.76,  1.049,  4.778, -9.33, -8.73,  7.74, 90.00,   0.00, -17.68,0.,0.,   0.00,   0.00
 46.,1200.00,-10.11,-10.19, 65.40, 65.85,  1.050,  4.783, -9.97, -9.20,  7.74, 90.00,   0.00, -18.15,0.,0.,   0.00,   0.00
 46.,1260.00,-10.48,-10.57, 67.41, 67.94,  1.051,  4.787,-10.32, -9.59,  7.74, 90.00,   0.00, -18.52,0.,0.,   0.00,   0.00
 46.,1320.00,-10.80,-10.88, 69.56, 70.02,  1.052,  4.791,-10.67, -9.90,  7.74, 90.00,   0.00, -18.82,0.,0.,   0.00,   0.00
 46.,1380.00,-11.04,-11.12, 71.58, 72.11,  1.053,  4.796,-10.89,-10.17,  7.74, 90.00,   0.00, -19.05,0.,0.,   0.00,   0.00
 74.,   0.00, -3.36, -4.42, 67.97, 74.35,  1.141,  5.200, -1.37, -1.37,  7.74, 90.00,   0.00, -12.32,0.,0., 399.00, 394.95
 74.,  60.00, -4.61, -4.56, 78.75, 78.44,  1.144,  5.210, -4.70, -3.69,  7.74, 90.00,   0.00, -12.44,0.,0.,   0.00, 393.38
 74., 120.00, -4.72, -4.68, 82.83, 82.53,  1.146,  5.220, -4.80, -3.96,  7.74, 90.00,   0.00, -12.54,0.,0.,   0.00, 392.10
 74., 180.00, -4.81, -4.77, 86.91, 86.62,  1.148,  5.231, -4.88, -4.07,  7.74, 90.00,   0.00, -12.61,0.,0.,   0.00, 391.13
 74., 240.00, -4.85, -4.84, 90.79, 90.71,  1.150,  5.241, -4.87, -4.15,  7.74, 90.00,   0.00, -12.66,0.,0.,   0.00, 390.42
 74., 300.00, -4.88, -4.89, 94.67, 94.80,  1.153,  5.252, -4.85, -4.19,  7.74, 90.00,   0.00, -12.70,0.,0.,   0.00, 389.98
 74., 360.00, -5.01, -4.94, 99.85, 99.26,  1.153,  5.253, -5.14, -4.19,  7.74, 90.00,   3.86, -12.73,1.,1.,   0.00, 389.98
 74., 420.00, -4.57, -4.60, 99.07, 99.26,  1.150,  5.238, -4.53, -4.09,  7.74, 80.75,  67.76, -12.38,0.,0.,   0.00, 389.88
 74., 480.00, -3.14, -2.99, 91.11, 90.01,  1.147,  5.223, -3.41, -3.40,  7.74, 70.32, 189.84, -10.82,0.,0.,   0.00, 389.41
 74., 540.00, -0.91, -0.61, 81.89, 79.87,  1.143,  5.208, -1.48, -2.16,  7.74, 60.80, 309.24,  -8.48,0.,0.,   0.00, 388.43
 74., 600.00,  1.53,  2.07, 72.47, 69.73,  1.140,  5.193,  0.52, -0.61,  7.74, 52.85, 395.72,  -5.86,0.,0.,   0.00, 386.83
 74., 660.00,  3.71,  4.51, 52.29, 49.44,  1.137,  5.178,  2.22,  0.76,  7.74, 47.41, 459.09,  -3.57,0.,0.,   0.00, 383.99
 74., 720.00,  5.27,  6.20, 52.71, 49.44,  1.130,  5.148,  3.55,  1.95,  7.74, 45.44, 479.95,  -1.89,0.,0.,   0.00, 381.35
 74., 780.00,  5.94,  6.80, 54.66, 51.52,  1.130,  5.148,  4.34,  2.73,  7.74, 47.41, 458.92,  -1.27,0.,0.,   0.00, 378.81
 74., 840.00,  5.41,  6.20, 56.57, 53.59,  1.131,  5.153,  3.95,  2.85,  7.74, 52.85, 396.87,  -1.85,0.,0.,   0.00, 376.31
 74., 900.00,  3.92,  4.51, 58.00, 55.67,  1.132,  5.157,  2.83,  2.22,  7.74, 60.80, 310.58,  -3.52,0.,0.,   0.00, 373.68
 74., 960.00,  1.69,  2.07, 59.35, 57.75,  1.133,  5.162,  0.98,  1.00,  7.74, 70.32, 190.94,  -5.93,0.,0.,   0.00, 370.90
 74.,1020.00, -0.88, -0.61, 61.17, 59.82,  1.134,  5.167, -1.38, -0.61,  7.74, 80.75,  68.25,  -8.59,0.,0.,   0.00, 368.42
 74.,1080.00, -2.45, -2.25, 62.97, 61.90,  1.135,  5.172, -2.84, -1.91,  7.74, 90.00,   3.89, -10.22,0.,0.,   0.00, 366.06
 74.,1140.00, -3.02, -2.85, 64.86, 63.97,  1.136,  5.176, -3.33, -2.62,  7.74, 90.00,   0.00, -10.81,0.,0.,   0.00, 363.77
 74.,1200.00, -3.51, -3.33, 67.06, 66.05,  1.137,  5.181, -3.85, -3.03,  7.74, 90.00,   0.00, -11.28,0.,0.,   0.00, 361.63
 74.,1260.00, -3.80, -3.71, 68.69, 68.12,  1.138,  5.186, -3.99, -3.38,  7.74, 90.00,   0.00, -11.64,0.,0.,   0.00, 359.47
 74.,1320.00, -4.15, -4.00, 71.06, 70.20,  1.139,  5.191, -4.42, -3.63,  7.74, 90.00,   0.00, -11.92,0.,0.,   0.00, 357.51
 74.,1380.00, -4.31, -4.24, 72.73, 72.27,  1.140,  5.195, -4.45, -3.85,  7.74, 90.00,   0.00, -12.15,0.,0.,   0.00, 355.56
105.,   0.00,  3.16,  1.82, 63.99, 70.40,  1.163,  5.300,  5.69,  5.69,  7.74, 90.00,   0.00,  -6.12,0.,0.,   0.00, 355.56
105.,  60.00,  1.81,  1.67, 75.13, 75.92,  1.166,  5.313,  2.09,  3.19,  7.74, 90.00,   0.00,  -6.24,0.,0.,   0.00, 355.56
105., 120.00,  1.67,  1.56, 80.75, 81.43,  1.169,  5.325,  1.89,  2.84,  7.74, 90.00,   0.00,  -6.32,0.,0.,   0.00, 355.56
105., 180.00,  1.59,  1.47, 86.22, 86.95,  1.172,  5.338,  1.81,  2.66,  7.74, 90.00,   0.00,  -6.38,0.,0.,   0.00, 355.56
105., 240.00,  1.48,  1.40, 91.96, 92.47,  1.175,  5.353,  1.63,  2.53,  7.74, 90.00,   0.00,  -6.42,0.,0.,   0.00, 355.56
105., 300.00,  1.45,  1.36, 98.63, 99.30,  1.176,  5.356,  1.63,  2.42,  7.74, 90.00,   0.32,  -6.44,0.,0.,   0.00, 355.56
105., 360.00,  1.78,  1.52, 97.47, 99.30,  1.173,  5.343,  2.27,  2.44,  7.74, 83.50,  43.37,  -6.27,0.,0.,   0.00, 355.56
105., 420.00,  2.97,  2.83, 90.75, 91.65,  1.170,  5.329,  3.24,  3.24,  7.74, 72.56, 160.30,  -4.99,0.,0.,   0.00, 355.56
105., 480.00,  5.11,  4.97, 80.83, 81.62,  1.167,  5.315,  5.37,  4.73,  7.74, 61.74, 294.25,  -2.91,0.,0.,   0.00, 355.56
105., 540.00,  7.77,  7.58, 70.66, 71.59,  1.164,  5.302,  8.13,  6.64,  7.74, 51.49, 411.68,  -0.36,0.,0.,   0.00, 355.56
105., 600.00, 10.43, 10.24, 60.76, 61.56,  1.161,  5.288, 10.81,  8.73,  7.74, 42.51, 502.64,   2.23,0.,0.,   0.00, 355.56
105., 660.00, 12.74, 12.52, 40.91, 41.50,  1.158,  5.274, 13.16, 10.66,  7.74, 35.99, 563.95,   4.34,0.,0.,   0.00, 355.56
105., 720.00, 14.31, 14.06, 40.83, 41.50,  1.152,  5.247, 14.78, 12.17,  7.74, 33.53, 584.64,   5.87,0.,0.,   0.00, 355.56
105., 780.00, 14.88, 14.60, 43.13, 43.91,  1.152,  5.247, 15.40, 13.01,  7.74, 35.99, 563.74,   6.44,0.,0.,   0.00, 355.56
105., 840.00, 14.35, 14.06, 45.46, 46.32,  1.153,  5.252, 14.90, 13.07,  7.74, 42.51, 503.79,   5.92,0.,0.,   0.00, 355.56
105., 900.00, 12.85, 12.52, 47.69, 48.73,  1.154,  5.257, 13.47, 12.31,  7.74, 51.49, 413.10,   4.41,0.,0.,   0.00, 355.56
105., 960.00, 10.38, 10.24, 50.66, 51.14,  1.155,  5.261, 10.64, 10.92,  7.74, 61.74, 295.61,   2.15,0.,0.,   0.00, 355.56
105.,1020.00,  7.87,  7.58, 52.47, 53.54,  1.156,  5.266,  8.44,  8.94,  7.74, 72.56, 161.22,  -0.48,0.,0.,   0.00, 355.56
105.,1080.00,  5.27,  4.97, 54.80, 55.95,  1.157,  5.271,  5.83,  6.85,  7.74, 83.50,  43.67,  -3.07,0.,0.,   0.00, 355.56
105.,1140.00,  3.83,  3.65, 57.63, 58.36,  1.158,  5.276,  4.17,  5.38,  7.74, 90.00,   0.32,  -4.37,0.,0.,   0.00, 355.56
105.,1200.00,  3.16,  3.06, 60.32, 60.77,  1.159,  5.281,  3.36,  4.60,  7.74, 90.00,   0.00,  -4.94,0.,0.,   0.00, 355.56
105.,1260.00,  2.75,  2.61, 62.56, 63.18,  1.160,  5.286,  3.01,  4.08,  7.74, 90.00,   0.00,  -5.37,0.,0.,   0.00, 355.56
105.,1320.00,  2.44,  2.27, 64.81, 65.58,  1.161,  5.290,  2.75,  3.68,  7.74, 90.00,   0.00,  -5.69,0.,0.,   0.00, 355.56
105.,1380.00,  2.14,  2.01, 67.39, 67.99,  1.162,  5.295,  2.37,  3.38,  7.74, 90.00,   0.00,  -5.94,0.,0.,   0.00, 355.56
135.,   0.00,  9.10,  7.45, 62.57, 70.00,  1.010,  4.600, 12.06, 12.06,  7.74, 90.00,   0.00,  -0.58,0.,0.,   0.00, 355.56
135.,  60.00,  7.51,  7.30, 75.47, 76.57,  1.013,  4.613,  7.89,  9.17,  7.74, 90.00,   0.00,  -0.69,0.,0.,   0.00, 355.56
135., 120.00,  7.36,  7.19, 82.16, 83.14,  1.016,  4.627,  7.67,  8.77,  7.74, 90.00,   0.00,  -0.76,0.,0.,   0.00, 355.56
135., 180.00,  7.27,  7.11, 88.74, 89.70,  1.020,  4.646,  7.55,  8.57,  7.74, 90.00,   0.00,  -0.80,0.,0.,   0.00, 355.56
135., 240.00,  7.20,  7.05, 98.29, 99.30,  1.021,  4.651,  7.47,  8.43,  7.74, 90.00,   0.02,  -0.81,0.,0.,   0.00, 355.56
135., 300.00,  7.27,  7.04, 97.77, 99.30,  1.019,  4.640,  7.67,  8.32,  7.74, 87.70,  10.98,  -0.82,0.,0.,   0.00, 355.56
135., 360.00,  8.19,  8.02, 93.40, 94.47,  1.016,  4.629,  8.49,  8.85,  7.74, 77.34, 109.64,   0.14,0.,0.,   0.00, 355.56
135., 420.00, 10.00,  9.82, 84.50, 85.51,  1.014,  4.619, 10.32, 10.08,  7.74, 66.53, 240.89,   1.90,0.,0.,   0.00, 355.56
135., 480.00, 12.44, 12.19, 75.28, 76.55,  1.011,  4.608, 12.90, 11.81,  7.74, 55.59, 375.32,   4.22,0.,0.,   0.00, 355.56
135., 540.00, 15.10, 14.81, 66.32, 67.59,  1.009,  4.597, 15.63, 13.87,  7.74, 44.90, 499.57,   6.79,0.,0.,   0.00, 355.56
135., 600.00, 17.68, 17.34, 57.38, 58.62,  1.007,  4.586, 18.29, 15.96,  7.74, 35.08, 595.44,   9.25,0.,0.,   0.00, 355.56
135., 660.00, 19.89, 19.44, 39.56, 40.70,  1.004,  4.576, 20.71, 17.79,  7.74, 27.45, 655.63,  11.16,0.,0.,   0.00, 355.56
135., 720.00, 21.22, 20.82, 39.70, 40.70,  1.000,  4.554, 21.95, 19.23,  7.74, 24.36, 676.53,  12.54,0.,0.,   0.00, 355.56
135., 780.00, 21.83, 21.30, 41.76, 43.14,  1.000,  4.554, 22.78, 20.00,  7.74, 27.45, 655.44,  13.06,0.,0.,   0.00, 355.56
135., 840.00, 21.29, 20.82, 44.28, 45.58,  1.001,  4.558, 22.13, 20.09,  7.74, 35.08, 596.38,  12.60,0.,0.,   0.00, 355.56
135., 900.00, 20.00, 19.44, 46.37, 48.03,  1.001,  4.562, 21.01, 19.38,  7.74, 44.90, 500.75,  11.25,0.,0.,   0.00, 355.56
135., 960.00, 17.80, 17.34, 49.01, 50.47,  1.002,  4.567, 18.63, 18.07,  7.74, 55.59, 376.50,   9.17,0.,0.,   0.00, 355.56
135.,1020.00, 15.27, 14.81, 51.37, 52.91,  1.003,  4.571, 16.09, 16.23,  7.74, 66.53, 241.84,   6.66,0.,0.,   0.00, 355.56
135.,1080.00, 12.55, 12.19, 54.03, 55.35,  1.004,  4.575, 13.21, 14.17,  7.74, 77.34, 110.16,   4.05,0.,0.,   0.00, 355.56
135.,1140.00, 10.17,  9.82, 56.45, 57.79,  1.005,  4.579, 10.80, 12.14,  7.74, 87.70,  11.04,   1.70,0.,0.,   0.00, 355.56
135.,1200.00,  9.13,  8.89, 59.28, 60.23,  1.006,  4.583,  9.55, 10.91,  7.74, 90.00,   0.02,   0.79,0.,0.,   0.00, 355.56
135.,1260.00,  8.65,  8.34, 61.38, 62.68,  1.007,  4.587,  9.20, 10.19,  7.74, 90.00,   0.00,   0.26,0.,0.,   0.00, 355.56
135.,1320.00,  8.15,  7.95, 64.24, 65.12,  1.008,  4.592,  8.51,  9.75,  7.74, 90.00,   0.00,  -0.12,0.,0.,   0.00, 355.56
135.,1380.00,  7.85,  7.66, 66.67, 67.56,  1.009,  4.596,  8.20,  9.38,  7.74, 90.00,   0.00,  -0.39,0.,0.,   0.00, 355.56
166.,   0.00, 14.50, 12.81, 63.65, 71.05,  0.944,  4.300, 17.45, 17.45,  7.74, 90.00,   0.00,   4.76,0.,0.,   0.00, 355.56
166.,  60.00, 12.90, 12.67, 76.49, 77.69,  0.947,  4.313, 13.32, 14.59,  7.74, 90.00,   0.00,   4.66,0.,0.,   0.00, 355.56
166., 120.00, 12.76, 12.56, 83.26, 84.34,  0.950,  4.326, 13.10, 14.18,  7.74, 90.00,   0.00,   4.60,0.,0.,   0.00, 355.56
166., 180.00, 12.66, 12.49, 89.92, 90.98,  0.953,  4.343, 12.98, 13.99,  7.74, 90.00,   0.00,   4.57,0.,0.,   0.00, 355.56
166., 240.00, 12.60, 12.43, 98.18, 99.29,  0.954,  4.345, 12.90, 13.85,  7.74, 90.00,   0.54,   4.56,0.,0.,   0.00, 355.56
166., 300.00, 12.78, 12.55, 97.84, 99.29,  0.952,  4.336, 13.17, 13.86,  7.74, 84.48,  38.38,   4.69,0.,0.,   0.00, 355.56
166., 360.00, 13.87, 13.65, 91.65, 93.02,  0.950,  4.326, 14.27, 14.51,  7.74, 74.34, 150.73,   5.75,0.,0.,   0.00, 355.56
166., 420.00, 15.68, 15.46, 83.49, 84.65,  0.947,  4.316, 16.06, 15.83,  7.74, 63.67, 287.34,   7.53,0.,0.,   0.00, 355.56
166., 480.00, 18.12, 17.78, 74.65, 76.28,  0.945,  4.306, 18.73, 17.56,  7.74, 52.74, 424.02,   9.80,0.,0.,   0.00, 355.56
166., 540.00, 20.69, 20.30, 66.30, 67.92,  0.943,  4.296, 21.37, 19.59,  7.74, 41.89, 551.22,  12.26,0.,0.,   0.00, 355.56
166., 600.00, 23.14, 22.69, 57.93, 59.55,  0.941,  4.286, 23.94, 21.61,  7.74, 31.67, 643.38,  14.60,0.,0.,   0.00, 355.56
166., 660.00, 25.15, 24.66, 41.57, 42.81,  0.939,  4.277, 26.02, 23.39,  7.74, 23.35, 706.46,  16.38,0.,0.,   0.00, 355.56
166., 720.00, 26.57, 25.95, 41.28, 42.81,  0.934,  4.257, 27.64, 24.71,  7.74, 19.79, 725.83,  17.68,0.,0.,   0.00, 355.56
166., 780.00, 26.98, 26.40, 43.65, 45.16,  0.934,  4.257, 27.98, 25.50,  7.74, 23.35, 706.29,  18.16,0.,0.,   0.00, 355.56
166., 840.00, 26.65, 25.95, 45.59, 47.52,  0.935,  4.261, 27.87, 25.52,  7.74, 31.67, 644.19,  17.74,0.,0.,   0.00, 355.56
166., 900.00, 25.26, 24.66, 48.10, 49.87,  0.936,  4.265, 26.32, 24.92,  7.74, 41.89, 552.26,  16.47,0.,0.,   0.00, 355.56
166., 960.00, 23.34, 22.69, 50.21, 52.22,  0.937,  4.269, 24.48, 23.61,  7.74, 52.74, 425.09,  14.52,0.,0.,   0.00, 355.56
166.,1020.00, 20.82, 20.30, 52.84, 54.58,  0.938,  4.273, 21.74, 21.89,  7.74, 63.67, 288.25,  12.13,0.,0.,   0.00, 355.56
166.,1080.00, 18.24, 17.78, 55.31, 56.93,  0.939,  4.277, 19.04, 19.88,  7.74, 74.34, 151.30,   9.63,0.,0.,   0.00, 355.56
166.,1140.00, 15.83, 15.46, 57.90, 59.28,  0.940,  4.280, 16.48, 17.89,  7.74, 84.48,  38.55,   7.32,0.,0.,   0.00, 355.56
166.,1200.00, 14.56, 14.28, 60.50, 61.64,  0.940,  4.284, 15.06, 16.48,  7.74, 90.00,   0.54,   6.15,0.,0.,   0.00, 355.56
166.,1260.00, 13.89, 13.71, 63.25, 63.99,  0.941,  4.288, 14.20, 15.73,  7.74, 90.00,   0.00,   5.60,0.,0.,   0.00, 355.56
166.,1320.00, 13.54, 13.31, 65.35, 66.34,  0.942,  4.292, 13.94, 15.20,  7.74, 90.00,   0.00,   5.21,0.,0.,   0.00, 355.56
166.,1380.00, 13.23, 13.02, 67.77, 68.70,  0.943,  4.296, 13.59, 14.83,  7.74, 90.00,   0.00,   4.94,0.,0.,   0.00, 355.56
196.,   0.00, 17.40, 15.71, 65.35, 72.75,  0.834,  3.800, 20.21, 20.21,  7.74, 90.00,   0.00,   7.67,0.,0.,   0.00, 355.56
196.,  60.00, 15.83, 15.57, 77.54, 78.88,  0.837,  3.811, 16.28, 17.49,  7.74, 90.00,   0.00,   7.58,0.,0.,   0.00, 355.56
196., 120.00, 15.68, 15.46, 83.81, 85.00,  0.839,  3.823, 16.05, 17.09,  7.74, 90.00,   0.00,   7.52,0.,0.,   0.00, 355.56
196., 180.00, 15.59, 15.39, 89.97, 91.13,  0.842,  3.838, 15.92, 16.89,  7.74, 90.00,   0.00,   7.48,0.,0.,   0.00, 355.56
196., 240.00, 15.53, 15.34, 98.05, 99.27,  0.843,  3.841, 15.85, 16.75,  7.74, 90.00,   0.16,   7.48,0.,0.,   0.00, 355.56
196., 300.00, 15.58, 15.40, 98.13, 99.27,  0.841,  3.832, 15.88, 16.76,  7.74, 85.64,  29.62,   7.55,0.,0.,   0.00, 355.56
196., 360.00, 16.69, 16.43, 92.38, 93.94,  0.839,  3.823, 17.13, 17.33,  7.74, 75.42, 138.93,   8.55,0.,0.,   0.00, 355.56
196., 420.00, 18.50, 18.19, 84.29, 85.99,  0.837,  3.815, 19.04, 18.59,  7.74, 64.69, 277.36,  10.27,0.,0.,   0.00, 355.56
196., 480.00, 20.80, 20.45, 76.38, 78.04,  0.835,  3.806, 21.38, 20.36,  7.74, 53.75, 416.86,  12.50,0.,0.,   0.00, 355.56
196., 540.00, 23.40, 22.94, 68.16, 70.08,  0.833,  3.797, 24.17, 22.36,  7.74, 42.95, 545.24,  14.94,0.,0.,   0.00, 355.56
196., 600.00, 25.84, 25.31, 60.22, 62.13,  0.832,  3.788, 26.71, 24.39,  7.74, 32.88, 644.03,  17.25,0.,0.,   0.00, 355.56
196., 660.00, 27.80, 27.27, 44.80, 46.23,  0.830,  3.780, 28.69, 26.19,  7.74, 24.82, 705.77,  19.04,0.,0.,   0.00, 355.56
196., 720.00, 29.17, 28.55, 44.59, 46.23,  0.826,  3.762, 30.21, 27.54,  7.74, 21.44, 725.62,  20.33,0.,0.,   0.00, 355.56
196., 780.00, 29.73, 29.00, 46.43, 48.44,  0.826,  3.762, 30.95, 28.28,  7.74, 24.82, 705.60,  20.81,0.,0.,   0.00, 355.56
196., 840.00, 29.25, 28.55, 48.66, 50.65,  0.827,  3.765, 30.40, 28.37,  7.74, 32.88, 644.81,  20.39,0.,0.,   0.00, 355.56
196., 900.00, 28.03, 27.27, 50.55, 52.86,  0.827,  3.769, 29.30, 27.70,  7.74, 42.95, 546.22,  19.12,0.,0.,   0.00, 355.56
196., 960.00, 25.97, 25.31, 52.97, 55.07,  0.828,  3.772, 27.06, 26.44,  7.74, 53.75, 417.87,  17.18,0.,0.,   0.00, 355.56
196.,1020.00, 23.57, 22.94, 55.12, 57.28,  0.829,  3.776, 24.63, 24.66,  7.74, 64.69, 278.20,  14.81,0.,0.,   0.00, 355.56
196.,1080.00, 20.96, 20.45, 57.67, 59.49,  0.830,  3.779, 21.80, 22.66,  7.74, 75.42, 139.43,  12.33,0.,0.,   0.00, 355.56
